seed,algo,reward_mode,reward_family,w_bo,w_cost,w_disr,episode_index,timesteps,progress_fraction,episode_reward,episode_length,time_elapsed_seconds
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,1,260,0.0026,143.914459,260,1.596924
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,2,520,0.0052,152.28986,260,2.607132
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,3,780,0.0078,143.948385,260,3.613159
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,4,1040,0.0104,138.592439,260,4.830818
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,5,1300,0.013,139.269884,260,5.787462
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,6,1560,0.0156,133.408597,260,6.713448
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,7,1820,0.0182,143.346932,260,7.682286
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,8,2080,0.0208,131.706842,260,8.861786
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,9,2340,0.0234,123.16856,260,9.798396
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,10,2600,0.026,136.135862,260,10.749198
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,11,2860,0.0286,142.618682,260,11.832599
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,12,3120,0.0312,149.639618,260,13.166734
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,13,3380,0.0338,138.949542,260,14.217786
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,14,3640,0.0364,133.501132,260,15.264677
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,15,3900,0.039,131.409378,260,16.246007
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,16,4160,0.0416,139.562246,260,17.492925
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,17,4420,0.0442,129.07858,260,18.473392
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,18,4680,0.0468,141.327929,260,19.462896
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,19,4940,0.0494,140.231814,260,20.40752
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,20,5200,0.052,151.780675,260,21.600049
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,21,5460,0.0546,130.354944,260,22.578449
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,22,5720,0.0572,144.074063,260,23.547235
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,23,5980,0.0598,145.447301,260,24.50667
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,24,6240,0.0624,151.580018,260,25.689465
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,25,6500,0.065,131.264342,260,26.602189
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,26,6760,0.0676,143.059824,260,27.574353
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,27,7020,0.0702,133.277409,260,28.592662
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,28,7280,0.0728,143.366235,260,29.779099
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,29,7540,0.0754,152.171921,260,30.726237
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,30,7800,0.078,138.763259,260,31.656503
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,31,8060,0.0806,130.054846,260,32.596353
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,32,8320,0.0832,146.064285,260,33.76837
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,33,8580,0.0858,141.236823,260,34.739145
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,34,8840,0.0884,127.112796,260,35.660519
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,35,9100,0.091,144.120374,260,36.647999
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,36,9360,0.0936,127.020892,260,37.951053
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,37,9620,0.0962,146.221976,260,38.958282
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,38,9880,0.0988,136.581994,260,39.973912
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,39,10140,0.1014,126.61996,260,41.006422
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,40,10400,0.104,126.973988,260,42.213186
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,41,10660,0.1066,136.661203,260,43.220936
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,42,10920,0.1092,141.64567,260,44.195351
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,43,11180,0.1118,138.189765,260,45.228185
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,44,11440,0.1144,136.908802,260,46.43787
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,45,11700,0.117,135.613959,260,47.453838
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,46,11960,0.1196,147.384807,260,48.458478
