phase,risk_level,policy,algo,reward_mode,reward_family,frame_stack,observation_version,seed,episode,eval_seed,w_bo,w_cost,w_disr,step,shifts_active,fill_rate,backorder_rate,disruption_fraction,reward,service_loss
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v4,11,1,80011,1.0,0.02,0.0,0,3,0.3861386179924011,0.6138613820075989,0.0,0.15415897149869104,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v4,11,1,80011,1.0,0.02,0.0,1,3,0.3644859790802002,0.6355140209197998,0.0,0.0001659699817763898,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v4,11,1,80011,1.0,0.02,0.0,2,3,0.3451327383518219,0.6548672318458557,0.0,0.02121725907902636,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v4,11,1,80011,1.0,0.02,0.0,3,3,0.3445378243923187,0.6554622054100037,0.0,0.0001884561589848263,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v4,11,1,80011,1.0,0.02,0.0,4,3,0.328000009059906,0.671999990940094,0.0,0.01969334841394433,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v4,11,1,80011,1.0,0.02,0.0,5,3,0.3129771053791046,0.6870229244232178,0.0,0.00790403917594799,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v4,11,1,80011,1.0,0.02,0.0,6,3,0.31386861205101013,0.6861313581466675,0.0,0.0002041096885254499,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v4,11,1,80011,1.0,0.02,0.0,7,3,0.3496503531932831,0.6503496766090393,0.0,0.39598982817518985,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v4,11,1,80011,1.0,0.02,0.0,8,2,0.3691275119781494,0.6308724880218506,0.0,0.3996827842794417,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v4,11,1,80011,1.0,0.02,0.0,9,3,0.3935483992099762,0.6064516305923462,0.0,0.39499471712242207,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v4,11,1,80011,1.0,0.02,0.0,10,3,0.4161490797996521,0.5838509202003479,0.0,0.2805993418062985,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v4,11,1,80011,1.0,0.02,0.0,11,3,0.413173645734787,0.5868263244628906,0.0,0.00021871041596835774,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v4,11,1,80011,1.0,0.02,0.0,12,3,0.43352600932121277,0.5664739608764648,0.0,0.4544194495869959,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v4,11,1,80011,1.0,0.02,0.0,13,3,0.4581005573272705,0.5418994426727295,0.0,0.38565142825300414,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v4,11,1,80011,1.0,0.02,0.0,14,2,0.4702702760696411,0.5297297239303589,0.0,0.5374720820022685,0.0
