seed,algo,reward_mode,reward_family,w_bo,w_cost,w_disr,episode_index,timesteps,progress_fraction,episode_reward,episode_length,time_elapsed_seconds
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,1,260,0.0026,128.591691,260,1.700416
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,2,520,0.0052,121.240971,260,2.663989
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,3,780,0.0078,148.882885,260,3.708798
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,4,1040,0.0104,131.970731,260,4.976391
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,5,1300,0.013,132.154228,260,5.988367
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,6,1560,0.0156,147.46565,260,7.023305
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,7,1820,0.0182,145.226149,260,8.042103
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,8,2080,0.0208,132.01487,260,9.316153
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,9,2340,0.0234,139.541708,260,10.34407
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,10,2600,0.026,134.782767,260,11.364925
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,11,2860,0.0286,151.107302,260,12.513491
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,12,3120,0.0312,137.744275,260,13.759481
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,13,3380,0.0338,139.429206,260,14.800825
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,14,3640,0.0364,145.578464,260,15.835826
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,15,3900,0.039,133.293337,260,16.825313
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,16,4160,0.0416,140.549406,260,18.144748
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,17,4420,0.0442,138.935872,260,19.147941
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,18,4680,0.0468,135.566262,260,20.182753
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,19,4940,0.0494,143.641763,260,21.163903
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,20,5200,0.052,133.330867,260,22.466909
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,21,5460,0.0546,140.258044,260,23.469589
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,22,5720,0.0572,149.00893,260,24.512502
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,23,5980,0.0598,138.018764,260,25.555401
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,24,6240,0.0624,131.431581,260,26.837437
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,25,6500,0.065,139.181219,260,27.862916
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,26,6760,0.0676,144.970431,260,28.880191
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,27,7020,0.0702,145.785137,260,30.028877
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,28,7280,0.0728,139.183399,260,31.319415
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,29,7540,0.0754,142.7081,260,32.346386
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,30,7800,0.078,151.797297,260,33.367213
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,31,8060,0.0806,146.775788,260,34.414696
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,32,8320,0.0832,145.052659,260,35.694171
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,33,8580,0.0858,148.48183,260,36.708214
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,34,8840,0.0884,142.460103,260,37.732007
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,35,9100,0.091,134.338296,260,38.756539
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,36,9360,0.0936,145.001612,260,40.057487
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,37,9620,0.0962,134.058681,260,41.082623
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,38,9880,0.0988,145.162627,260,42.111678
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,39,10140,0.1014,140.148438,260,43.13723
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,40,10400,0.104,142.960911,260,44.418459
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,41,10660,0.1066,138.020644,260,45.434629
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,42,10920,0.1092,151.420227,260,46.503317
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,43,11180,0.1118,158.533868,260,47.653977
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,44,11440,0.1144,143.185324,260,48.948796
11,ppo,ReT_unified_v1,resilience_index,1.0,0.02,0.0,45,11700,0.117,136.142523,260,49.983439
