phase,risk_level,policy,algo,reward_mode,reward_family,frame_stack,observation_version,seed,episode,eval_seed,w_bo,w_cost,w_disr,step,shifts_active,fill_rate,backorder_rate,disruption_fraction,reward,service_loss
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,0,3,0.41237112879753113,0.5876288414001465,0.0,0.3645567386946671,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,1,3,0.4040403962135315,0.5959596037864685,0.0,0.00013139845978137833,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,2,3,0.39603960514068604,0.603960394859314,0.0,0.31045511533353687,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,3,3,0.38235294818878174,0.6176470518112183,0.0,0.00015253589100372642,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,4,3,0.38461539149284363,0.6153846383094788,0.0,0.0001584978097434692,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,5,3,0.37735849618911743,0.6226415038108826,0.0,0.00016360292327698665,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,6,3,0.3644859790802002,0.6355140209197998,0.0,0.04687741226141304,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,7,3,0.3669724762439728,0.6330274939537048,0.0,0.3603044177101422,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,8,3,0.36036035418510437,0.6396396160125732,0.0,0.06766519384765546,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,9,3,0.3539822995662689,0.6460176706314087,0.0,0.00018025451880643648,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,10,3,0.34210526943206787,0.6578947305679321,0.0,0.00018239027403527916,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,11,3,0.3448275923728943,0.6551724076271057,0.0,0.5011085778913497,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,12,3,0.33898305892944336,0.6610169410705566,0.0,0.0001892497663420606,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,13,3,0.3445378243923187,0.6554622054100037,0.0,0.00019071313743788197,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,14,3,0.35537189245224,0.64462810754776,0.0,0.5990838866012579,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,15,3,0.35772356390953064,0.642276406288147,0.0,0.0001959780469360755,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,16,3,0.36000001430511475,0.6399999856948853,0.0,0.00019797748208104097,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,17,3,0.3571428656578064,0.6428571343421936,0.0,0.00019918971113414862,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,18,3,0.3671875,0.6328125,0.0,0.6221564969514959,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,19,3,0.36153846979141235,0.6384615302085876,0.0,0.0002030476259160186,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,20,3,0.3664122223854065,0.6335877776145935,0.0,0.0002041326564336557,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,21,3,0.37593984603881836,0.6240601539611816,0.0,0.5494554278399113,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,22,3,0.37037035822868347,0.6296296119689941,0.0,0.4103707498340342,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,23,3,0.37226277589797974,0.6277372241020203,0.0,0.5618798951417778,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,24,3,0.37681159377098083,0.6231883764266968,0.0,0.00020991672765200998,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,25,3,0.3928571343421936,0.6071428656578064,0.0,0.5619589223592447,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,26,3,0.4084506928920746,0.591549277305603,0.0,0.03512718657306523,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,27,3,0.4055944085121155,0.5944055914878845,0.0,0.00021253264706107584,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,28,3,0.40689656138420105,0.5931034684181213,0.0,0.6710820981015535,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,29,3,0.4285714328289032,0.5714285969734192,0.0,0.5583109435432558,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,30,3,0.42953020334243774,0.5704697966575623,0.0,0.00021482625585993813,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,31,3,0.4333333373069763,0.5666666626930237,0.0,0.0002155964824441915,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,32,3,0.44078946113586426,0.5592105388641357,0.0,0.8572042737182243,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,33,3,0.44155845046043396,0.5584415793418884,0.0,0.5542670482481767,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,34,3,0.44516128301620483,0.5548387169837952,0.0,0.8617573561075773,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,35,3,0.4585987329483032,0.5414012670516968,0.0,0.8625111256034426,0.0
proof_increased,increased,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,11,1,80011,1.0,0.02,0.0,36,3,0.4528301954269409,0.5471698045730591,0.0,0.00021799752949906896,0.0
